,Country_of_Origin,Farm_Name,Mill,Company,Region,Producer,Number_of_Bags,Bag_Weight,In-Country_Partner,Owner,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Total_Cup_Points,Moisture_Percentage,Category_One_Defects,Quakers,Color,Category_Two_Defects
964,Nicaragua,cafetales santa matilde,san carlos,"comercial internacional exportadora, s.a.",jinotega,Rolando Lacayo,275,69.0,Asociación de Cafés Especiales de Nicaragua,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Catuai,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,7.5,81.25,0.1,0,0.0,green,4
965,Honduras,cerro bueno,cadexsa,cadexsa,marcala,JOSE OMAR ACOSTA,275,1.0,Instituto Hondureño del Café,CADEXSA,Catuai,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.42,81.25,0.12,0,0.0,green,1
966,Guatemala,el injerto s.a.,el injerto s.a.,essence coffee,huehuetenango,El Injerto S.A.,36,24.94756,Blossom Valley International,EssenceCoffee,Pacamara,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.33,81.25,0.09,0,0.0,blue-green,2
967,"Tanzania, United Republic Of",shangrilla estate,shangrilla estate ltd,shangrilla estate ltd,karatu ngorogoro,Shangrilla Estate,100,60.0,Africa Fine Coffee Association,Shangrilla Estate Ltd,Other,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,81.25,0.13,0,0.0,green,5
968,Taiwan,jia jia coffee 佳佳咖啡莊,jia jia coffee 佳佳咖啡莊,blossom valley宸嶧國際,nantou,Liu ying wu 劉穎悟,10,30.0,Blossom Valley International,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,81.25,0.11,0,0.0,green,0
969,Guatemala,finca medina,beneficio 2000,"siembras vision, s.a.","sacatepequez, guatemala","SIEMBRAS VISION, S.A.",250,69.0,Asociacion Nacional Del Café,Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,7.08,81.25,0.11,0,0.0,green,4
970,Mexico,finca chanjul,agroindustrias unidas de mexico,ecomtrading,motozintla,FRANCISCO J. CONTRERAS MARTINEZ DE ESCOBAR,250,1.0,AMECAFE,ALFREDO BOJALIL,Typica,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,7.5,81.25,0.12,0,0.0,green,1
971,Nicaragua,las promesas de san blass,beneficio atlantic planta procedora condega,exportadora atlantic s.a,"dipilto, nueva segovia",GONZALO CASTILLO,275,69.0,Instituto Hondureño del Café,"Exportadora Atlantic, S.A.",Other,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,10.0,7.25,81.17,0.09,0,0.0,green,7
972,"Tanzania, United Republic Of",mviwambi coffee farmers,Other,mviwambi coffee farm,"ruvuma, mbinga",Immaculata John,100,60.0,Africa Fine Coffee Association,Immaculata John,Bourbon,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,81.17,0.12,0,0.0,green,2
973,Mexico,exportadora café california,exportadora café california,exportadora café california,"chiapas, jaltenango",Exportadora Café California,275,1.0,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,ANDREAS KUSSMAUL,Caturra,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,10.0,7.17,81.17,0.12,0,0.0,green,10
974,Costa Rica,el patalillo,el patalillo,"cafetalera internacional cafinter, s.a.",tres rios,JOSE FRANCISCO GONZALEZ,275,18975.0,Specialty Coffee Association of Costa Rica,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,81.17,0.11,0,0.0,blue-green,0
975,Honduras,los hicaques,cigrah,cigrah,central region,Reinerio Zepeda,275,1.0,Instituto Hondureño del Café,Other,Catuai,Natural / Dry,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.17,0.13,0,0.0,green,1
976,Thailand,Other,Other,"coffeas co., ltd",chiangrai,"Coffeas Co., Ltd.",20,20.0,Specialty Coffee Institute of Asia,松澤宏樹 Koju Matsuzawa,Caturra,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,7.42,81.17,0.12,0,0.0,blue-green,0
977,Other,"irisan, baguio",green beans,s3v international importing,corillera administrative,"COFFEE FOR PEACE,INC.",2,2.0,Specialty Coffee Association,Victoria,Typica,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,10.0,7.25,81.17,0.11,0,0.0,other,4
978,"Tanzania, United Republic Of",ampcg,taylor winch (t) ltd,taylor winch (t) ltd,mbinga,Taylor Winch (T) ltd,320,60.0,Africa Fine Coffee Association,Taylor Winch (T) Ltd,Bourbon,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,81.17,0.12,0,0.0,blue-green,2
979,Malawi,makoka valley estate,r.w.j. wallace ltd,r.w.j wallace ltd,southern- zomba,R.W.J. Wallace Ltd,300,60.0,Africa Fine Coffee Association,AFCA,Caturra,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,7.25,81.17,0.12,0,0.0,green,12
980,Costa Rica,various,coricafe sa,coricafe s.a.,central valley,VARIOS,250,1.0,Specialty Coffee Association of Costa Rica,Eric Thormaehlen,Catuai,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,81.17,0.11,0,0.0,green,3
981,Brazil,juliana,Other,bourbon specialty coffees,monte carmelo,JOSE RENATO BAIARDI,300,1.0,NUCOFFEE,BOURBON SPECIALTY COFFEES,Catuai,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,7.17,81.17,0.11,0,0.0,green,3
982,Mexico,Other,"tapachula, chiapas",indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1.0,AMECAFE,JULIO PEREZ HERNANDEZ,Typica,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,10.0,7.08,81.17,0.13,3,0.0,green,7
983,Guatemala,finca quequesquez,finca quequesquez,the coffee source inc.,oriente,Finca Quequesquez,250,1.0,Specialty Coffee Association,The Coffee Source Inc.,Caturra,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,7.25,81.17,0.12,0,0.0,green,4
984,Brazil,fazenda são sebastião,Other,nucoffee,south of minas,Bruno de Andrade Frota,17,60.0,NUCOFFEE,NUCOFFEE,Mundo Novo,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,7.08,81.17,0.12,0,0.0,green,1
985,United States (Hawaii),Other,Other,Other,kona,Other,4,45.3592,Specialty Coffee Association,Kona Pacific Farmers Cooperative,Other,Other,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10.0,7.75,81.17,0.11,3,0.0,other,0
986,Ethiopia,Other,dry mill,kerchanshe trading plc,sidamo,Kerchanshe trading plc,300,60.0,Specialty Coffee Institute of Asia,KERCHANSHE,Other,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,10.0,7.25,81.08,0.11,0,0.0,other,1
987,Brazil,fazenda são josé mirante,garca armazens,garca armazens,alta paulista (sao paulo),José Olavo Boechat,500,60.0,Specialty Coffee Association,Gregorio Sebba,Mundo Novo,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,7.33,81.08,0.11,5,0.0,green,8
988,Nicaragua,cafetales santa matilde,beneficio san carlos,"comercial internacional exportadora, s.a.",jinotega,ROLANDO LACAYO,275,69.0,Asociación de Cafés Especiales de Nicaragua,Rolando Lacayo,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.0,81.08,0.11,0,0.0,other,1
989,Other,Other,juanana coffee association,conscious bean coffee,central america,JuanAna Coffee Association,1,2.26796,Specialty Coffee Association,Wali Ali,Other,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.11,0,0.0,other,0
990,"Tanzania, United Republic Of",mwalyego amcos,taylor winch (t) ltd,taylor winch (t) ltd,"iwala village, mbeya rural",Taylor Winch (T) ltd,54,60.0,Africa Fine Coffee Association,Taylor Winch (T) Ltd,Other,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.13,0,0.0,green,2
991,Costa Rica,santa laura,la eva,the coffee source inc.,naranjo,Several,250,1.0,Specialty Coffee Association of Costa Rica,The Coffee Source Inc.,Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,81.08,0.13,0,0.0,green,0
992,Other,hacienda caracolillo,hacienda alto grande,"hacienda alto grande, llc.",yauco region,Hacienda Alto Grande,18,2.26796,Specialty Coffee Association,German Negron,Other,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,8.5,81.08,0.11,0,0.0,green,0
993,Mexico,"san fernando, chiapas","san fernando, chiapas",cafetera el grande s.a. de c.v.,san fernando,MEDINA PEDRERO PRODUCTOS AGRÍCOLAS SA DE CV,100,1.0,AMECAFE,OBED RENDON PONCE,Typica,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,7.25,81.08,0.13,5,0.0,other,16
994,Mexico,cafetal sinai,cafetal sinai,Other,santo reyes nopala,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",30,1.0,AMECAFE,DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,81.08,0.12,0,0.0,green,2
995,Mexico,Other,santa maria siltepec,comercializadora profesional mexicana s.a. de c.v.,santa maria sitepec,ETMAR DIDIER ROBLERO LOPEZ,40,1.0,AMECAFE,GERARDO HERNANDEZ VALDERRABANO,Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,81.08,0.11,0,0.0,green,5
996,Mexico,el desmoronado,el desmoronado,Other,talpa de allende,BALBINO RAMIREZ FLORES,15,1.0,AMECAFE,BALBINO RAMIREZ FLORES,Typica,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,7.25,81.08,0.1,0,0.0,green,1
997,United States (Hawaii),Other,Other,kpfc,Other,Other,2,45.3592,Specialty Coffee Association,Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,7.33,81.08,0.11,0,0.0,blue-green,0
998,Brazil,cachoeira da grama farm,dry mill,bourbon specialty coffees,grama valley,GABRIEL CARVALHO DIAS,300,59.0,Brazil Specialty Coffee Association,BOURBON SPECIALTY COFFEES,Bourbon,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,7.33,81.0,0.11,0,6.0,green,9
999,El Salvador,santa josefita,beneficio cuzcachapa,soc. coop. cuzcachapa de r.l.,apaneca,"Balcanes Coffee Estates, S.A. de C.V.",100,69.0,Salvadoran Coffee Council,Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,81.0,0.11,0,2.0,green,6
1000,Brazil,cachoeira da grama farm,dry mill,bourbon specialty coffees,grama valley,GABRIEL DE CARVALHO DIAS,300,59.0,Brazil Specialty Coffee Association,BOURBON SPECIALTY COFFEES,Yellow Bourbon,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,7.17,81.0,0.11,0,2.0,blue-green,3
1001,Guatemala,chapultepec,beneficio ixchel,"unex guatemala, s.a.",norte,CHAPULTEPEC,120,69.0,Asociacion Nacional Del Café,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,81.0,0.09,0,0.0,green,8
1002,Colombia,Other,bachue,racafe & cia s.c.a,guayata,Other,43,70.0,Almacafé,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,81.0,0.11,0,4.0,green,4
1003,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,250,69.0,Asociacion Nacional Del Café,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,81.0,0.11,0,0.0,green,1
1004,Taiwan,jing jing café 晶晶坊青山咖啡教室,jing jing café 晶晶坊青山咖啡教室,taiwan coffee laboratory,"dongshan dist., tainan city 臺南市東山區",HU KUEI CHING 胡桂青,10,5.0,Specialty Coffee Association,"Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,81.0,0.12,0,0.0,blue-green,0
1005,Honduras,el cerron,Other,"olam honduras, s.a.",san marcos,NELSON MELGAR & REGINO MELGAL,275,18975.0,Instituto Hondureño del Café,Mayra Yessenia Torres,Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,81.0,0.12,0,0.0,green,1
1006,Brazil,Other,Other,bourbon specialty coffees,cerrado,Other,300,60.0,Brazil Specialty Coffee Association,BOURBON SPECIALTY COFFEES,Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,7.75,81.0,0.12,0,0.0,green,0
1007,"Tanzania, United Republic Of",rural cooperative society,rafiki (coffee) limited,mlimani ngarashi,arusha,Mlimani Ngarashi,1,60.0,Africa Fine Coffee Association,Mlimani Ngarashi,Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,0,0.0,green,5
1008,Uganda,kapchorwa,kyagalanyi coffee ltd,kyagalanyi coffee ltd,eastern,Kyagalanyi coffee Ltd,320,60.0,Uganda Coffee Development Authority,Kyagalanyi Ltd,SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,0.12,0,0.0,green,3
1009,Taiwan,taiwan hao ka 台灣好咖莊園,taiwan hao ka 台灣好咖莊園,blossom valley宸嶧國際,nantou,Zhou hong xiu 周紅秀,10,30.0,Blossom Valley International,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.0,0.11,0,0.0,green,0
1010,Thailand,doi tung development project,doi tung development project,doi tung development project,thailand,Doi Tung Development Project,2,1.0,Specialty Coffee Association,Doi Tung Development Project,Other,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,81.0,0.11,0,0.0,green,3
1011,Mexico,finca el gavilancillo,finca la fortuna,industrializadora de kaffee andes s.a. de c.v.,"motozintla, chiapas",MARTHA PALACIOS,10,1.0,AMECAFE,ALEJANDRO GARCIA PALACIOS,Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.0,0.12,0,0.0,green,12
1012,Mexico,Other,organizacion union de ejidos adolfo lopez mateos,organizaciones de productores de cafe colimense sa de cv,adolfo lopez mateos,COOP,200,1.0,AMECAFE,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,81.0,0.11,0,0.0,green,8
1013,Taiwan,八杞莊園,non,八杞莊園,taiwan,蕭閔家,150,1.0,Blossom Valley International,CQI Taiwan ICP CQI台灣合作夥伴,Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0.0,blue-green,0
1014,Guatemala,la esperanza,beneficio ixchel,"unex guatemala, s.a.",oriente,"AGRICOLA EL PILAR, S.A.",25,69.0,Asociacion Nacional Del Café,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0,0.0,green,2
1015,Kenya,thiririka/maara,ckcm/nkg,c dorman ltd,kiambu,thiririka/Thima,150,60.0,Kenya Coffee Traders Association,Lydiah Mwangi,SL28,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,0.11,0,0.0,green,3
1016,Mexico,finca monte azúl,cafetal la orduña,grupo santab s.a. de c.v.,veracruz,Jose Oscar Garza Sardaneta,240,69.0,Centro Agroecológico del Café A.C.,Grupo Santab S.A de C.V.,Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,80.92,0.11,0,0.0,green,11
1017,Other,sithar coffee farm,local made,"sithar coffee co., ltd.",pyinoolwin,Min Hlaing,2,2.0,Coffee Quality Institute,Min Hlaing,Other,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,80.92,0.11,0,0.0,other,5
1018,United States (Hawaii),Other,Other,kona pacific farmers cooperative,kona,Other,7,45.3592,Specialty Coffee Association,Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,80.92,0.1,2,0.0,blue-green,5
1019,"Tanzania, United Republic Of",karatu estate,karatu estate,karatu estate,"manyara, karatu",Karatu Estate,250,60.0,Africa Fine Coffee Association,Karatu Estate,Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,0,0.0,green,0
1020,Brazil,sertao farm,cafeco 3,exportadora de cafés carmo de minas ltda,mantiqueira de minas,NAZARETH DIAS PEREIRA,300,60.0,Brazil Specialty Coffee Association,Jacques Pereira Carneiro,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,80.92,0.12,0,0.0,green,8
1021,Taiwan,張文進莊園,張文進莊園,宸嶧國際,台中新社,張文進,10,60.0,Blossom Valley International,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,80.92,0.09,0,0.0,green,0
1022,Brazil,rio verde,ipanema coffees,ipanema coffees,south of minas,Ipanema Agrícola SA,320,2.0,Specialty Coffee Association,Ipanema Coffees,Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,0.1,0,0.0,other,0
1023,Nicaragua,Other,Other,volcafe specialty coffee,matagalpa,Other,275,0.453592,Specialty Coffee Association,Chris Finch,Caturra,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,80.92,0.1,1,0.0,green,3
1024,Guatemala,el morito,el morito,"armajaro guatemala, s. a.",jalapa,ROBERTO MONTERROSO,250,69.0,Asociacion Nacional Del Café,Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,0.12,2,0.0,green,5
1025,Taiwan,bi yun si shi yi 碧云四十一咖啡坊,bi yun si shi yi 碧云四十一咖啡坊,blossom valley宸嶧國際,taichung taiping 台中市太平區,Lu bi yun呂碧云,35,30.0,Blossom Valley International,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0.0,other,0
1026,Taiwan,bai he lin coffee 白鶴林咖啡莊園,bai he lin coffee 白鶴林咖啡莊園,blossom valley宸嶧國際,nantou,Ding jin cai 丁金財,5,30.0,Blossom Valley International,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,80.92,0.11,0,0.0,green,0
1027,Taiwan,heng lu coffee 橫鹿咖啡,heng lu coffee 橫鹿咖啡,blossom valley宸嶧國際,new taipei zhonghe 新北市中和區,Lu xing hui 呂星輝,10,20.0,Blossom Valley International,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0.0,green,0
1028,Mexico,"olotlan, el plan, criollo garnica","ixhuatlan del café, ver.",Other,ixhuatlan del cafe,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,60,1.0,AMECAFE,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,80.92,0.13,0,0.0,green,12
1029,Thailand,doi tung development project,Other,Other,Other,Doi Tung Development Project,3,0.453592,Specialty Coffee Association,Doi Tung Development Project,Peaberry,Other,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,6.83,80.92,0.11,0,0.0,other,0
1030,Other,savan coffee bean,none,宸嶧國際,"paksong,laos","Paksong,Laos",20,50.0,Blossom Valley International,CQI Taiwan ICP CQI台灣合作夥伴,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,80.83,0.11,0,0.0,green,0
1031,Guatemala,several,several,the coffee source inc.,orient,several,250,1.0,Specialty Coffee Association of Costa Rica,The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0.11,0,0.0,green,1
1032,Mexico,la victoria pante nubes,predio santo domingo,productora rural la victoria s.p.r. de r.l.,motozintla,DOMINGO MUGUIRA REVUELTA,15,1.0,AMECAFE,LUIS ROBERTO FERMOSO BELTRAN,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,80.83,0.13,0,0.0,green,7
1033,Mexico,finca santa clara,"finca santa clara, localidad de zona del bulé, san pedro pochutla oaxaca",café san blas,oaxaca,JUAN JOSE CASAS BLANCO,30,1.0,AMECAFE,JOSE MANUEL VERGARA CORTES,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.83,0.11,0,0.0,green,3
1034,Mexico,selva negra,ecc beneficio veracruz,Other,veracruz,MOISES GUILLERMO CARRERA MONTES,100,1.0,AMECAFE,CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.83,0.13,0,0.0,green,1
1035,United States (Hawaii),Other,Other,cqi,kona,Other,7,45.3592,Specialty Coffee Association,Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7.0,80.83,0.1,2,0.0,blue-green,0
1036,Colombia,Other,trilladora bonanza - armenia quindio,Other,huila,Exportadora de Café Cóndor S.A,250,70.0,Almacafé,Exportadora de Cafe Condor S.A,Other,Other,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,80.83,0.11,0,0.0,other,1
1037,Brazil,castelhana farm,Other,bourbon specialty coffees,monte carmelo,DIOGO TUDELA NETO,320,60.0,Brazil Specialty Coffee Association,BOURBON SPECIALTY COFFEES,Other,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,80.75,0.11,0,0.0,green,1
1038,Other,myaing,Other,Other,ywar ngan,U Soe,1,2.0,Coffee Quality Institute,U Soe,Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,0.11,0,0.0,green,2
1039,Guatemala,finca los cerros y anexos,beneficio exportacafe agua santa,exportcafe,huehuetenango,OTTONIEL VILLATORO LOPEZ,275,69.0,Asociacion Nacional Del Café,Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,0,0.0,green,1
1040,Nicaragua,cafetales santa matilde,beneficio san carlos,"comercial internacional exportadora, s.a.",jinotega,ROLANDO LACAYO,275,69.0,Asociación de Cafés Especiales de Nicaragua,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,80.75,0.12,0,0.0,green,5
1041,Honduras,juan damaso,cigrah sps,cigrah s.a de c.v,"siguatepeque, comayagua",La Gran Manzana,275,1.0,Instituto Hondureño del Café,Bismarck Castro,Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,0,0.0,green,2
1042,Other,elida estate,elida estate,essence coffee,boquete,Lamastus,100,60.0,Blossom Valley International,EssenceCoffee,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,0.11,1,0.0,green,4
1043,Honduras,bethel,cadexsa,cadexsa,marcala,Jose Omar Acosta,275,1.0,Instituto Hondureño del Café,CADEXSA,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,0,0.0,green,2
1044,Honduras,los hicaques,cigrah,cigrah,central region,Reinerio Zepeda,275,1.0,Instituto Hondureño del Café,Other,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,80.75,0.13,0,0.0,green,1
1045,Costa Rica,several,cafe altura de san ramon,the coffee source inc.,san ramon,SEVERAL,250,1.360776,Specialty Coffee Association,The Coffee Source Inc.,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,0,0.0,green,0
1046,Mexico,san josé y el portillo,san josé y el portillo,Other,oaxaca,"JOSE RIOS LARA, APOLONIA FRANCO TORRES, JENARO GONZALES MENDOZA",30,1.0,AMECAFE,DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,0.11,0,0.0,green,2
1047,Other,2000 farms,utcam usine traitement cafe marmelade,haiti coffee,haiti,COOPAIMAR Copperative Agro Industriel de Marmelade,1,2.0,Specialty Coffee Association,Myriam Kaplan-Pasternak,Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,0,0.0,green,0
1048,United States (Hawaii),Other,Other,kona pacific farmers cooperative,kona,Other,3,0.907184,Specialty Coffee Association,Kona Pacific Farmers Cooperative,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,80.75,0.13,0,0.0,blue-green,6
1049,Taiwan,胖胖糖,hand peeled,宸嶧國際,taiwan,唐權盛,160,1.0,Blossom Valley International,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,80.67,0.11,0,0.0,green,1
